2012-01-01	09:08	Miami	Children's Clothing	191.28	MasterCard
2012-01-01	09:08	Miami	Crafts	140.47	Amex
2012-01-01	09:20	Miami	Men's Clothing	498.32	Amex
2012-01-01	09:27	Miami	Health and Beauty	166.14	MasterCard
2012-01-01	09:29	Miami	Children's Clothing	418.27	Visa
2012-01-01	09:30	Miami	Crafts	24.59	Amex
2012-01-01	09:31	Miami	Pet Supplies	442.4	Cash
2012-01-01	09:37	Miami	CDs	102.53	Discover
2012-01-01	09:41	Miami	CDs	146.44	Visa
2012-01-01	09:46	Miami	Cameras	459.35	Discover
2012-01-01	09:50	Miami	DVDs	49.77	Discover
2012-01-01	10:02	Miami	Books	290.98	MasterCard
2012-01-01	10:07	Miami	Crafts	155.17	MasterCard
2012-01-01	10:09	Miami	Cameras	179.18	Amex
2012-01-01	10:26	Miami	Children's Clothing	435.07	Discover
2012-01-01	10:26	Miami	Men's Clothing	349.71	Visa
2012-01-01	10:26	Miami	Consumer Electronics	129.9	Visa
2012-01-01	10:32	Miami	Children's Clothing	105.19	Cash
2012-01-01	10:43	Miami	CDs	178	Amex
2012-01-01	10:45	Miami	Books	41.2	Amex
2012-01-01	10:46	Miami	DVDs	52.27	Visa
2012-01-01	10:47	Miami	Consumer Electronics	383.04	Amex
2012-01-01	10:48	Miami	Computers	457.17	Discover
2012-01-01	10:51	Miami	CDs	409.76	Visa
2012-01-01	10:57	Miami	Pet Supplies	264.31	Discover
2012-01-01	11:09	Miami	Health and Beauty	334.61	Amex
2012-01-01	11:12	Miami	Garden	317.11	Discover
2012-01-01	11:28	Miami	Music	496.85	Cash
2012-01-01	11:28	Miami	Books	306.17	MasterCard
2012-01-01	11:29	Miami	Men's Clothing	494.6	Visa
2012-01-01	11:36	Miami	Toys	485.04	Discover
2012-01-01	11:37	Miami	Pet Supplies	300.4	Visa
2012-01-01	11:37	Miami	Garden	405.46	Visa
2012-01-01	11:38	Miami	Pet Supplies	45.79	MasterCard
2012-01-01	11:41	Miami	Computers	310.47	Discover
2012-01-01	11:47	Miami	Children's Clothing	338.78	MasterCard
2012-01-01	11:53	Miami	DVDs	440.41	Amex
2012-01-01	12:04	Miami	Video Games	420.46	Discover
2012-01-01	12:16	Miami	Toys	316.4	Cash
2012-01-01	12:17	Miami	Toys	338.44	Visa
2012-01-01	12:22	Miami	Computers	63.86	Discover
2012-01-01	12:23	Miami	Children's Clothing	308.89	Discover
2012-01-01	12:29	Miami	Music	350.24	MasterCard
2012-01-01	12:31	Miami	Men's Clothing	107.55	Visa
2012-01-01	12:36	Miami	Toys	361.8	Amex
2012-01-01	12:37	Miami	CDs	337.29	Amex
2012-01-01	12:46	Miami	Music	266.57	Discover
2012-01-01	12:49	Miami	Pet Supplies	341.56	Cash
2012-01-01	12:54	Miami	Women's Clothing	304.89	Discover
2012-01-01	12:56	Miami	DVDs	169.84	MasterCard
2012-01-01	12:57	Miami	Computers	459.82	Amex
2012-01-01	12:59	Miami	Toys	169.21	MasterCard
2012-01-01	13:05	Miami	Children's Clothing	155.32	Discover
2012-01-01	13:22	Miami	Garden	246.64	MasterCard
2012-01-01	13:29	Miami	Books	436.06	Discover
2012-01-01	13:35	Miami	Consumer Electronics	180.52	Visa
2012-01-01	13:38	Miami	Computers	176.84	Discover
2012-01-01	13:41	Miami	Garden	372.98	MasterCard
2012-01-01	13:50	Miami	Health and Beauty	238.31	Cash
2012-01-01	13:55	Miami	Books	495.69	Discover
2012-01-01	14:00	Miami	Video Games	304	Discover
2012-01-01	14:01	Miami	Cameras	351.63	Discover
2012-01-01	14:01	Miami	CDs	162.68	Discover
2012-01-01	14:20	Miami	Health and Beauty	167.42	Cash
2012-01-01	14:22	Miami	Music	166.11	Visa
2012-01-01	14:31	Miami	Music	49.77	Visa
2012-01-01	14:34	Miami	Music	198.32	Cash
2012-01-01	14:39	Miami	Garden	71.18	MasterCard
2012-01-01	14:41	Miami	Music	462.52	MasterCard
2012-01-01	14:46	Miami	Sporting Goods	301.35	Amex
2012-01-01	14:50	Miami	Sporting Goods	408.49	Amex
2012-01-01	14:51	Miami	Garden	203.43	Cash
2012-01-01	15:01	Miami	Toys	72.86	Visa
2012-01-01	15:03	Miami	Sporting Goods	267.89	Cash
2012-01-01	15:17	Miami	Sporting Goods	489.56	Discover
2012-01-01	15:18	Miami	Crafts	220.27	Discover
2012-01-01	15:19	Miami	Baby	153.5	Discover
2012-01-01	15:26	Miami	Music	295.83	Cash
2012-01-01	15:27	Miami	Video Games	189.67	Cash
2012-01-01	15:28	Miami	DVDs	318.77	Amex
2012-01-01	15:31	Miami	Sporting Goods	43.22	Cash
2012-01-01	15:42	Miami	Men's Clothing	73.22	Cash
2012-01-01	15:46	Miami	CDs	495.64	Cash
2012-01-01	15:46	Miami	Books	87.73	Discover
2012-01-01	15:48	Miami	Health and Beauty	484.53	Discover
2012-01-01	15:48	Miami	CDs	177.49	Cash
2012-01-01	15:49	Miami	Music	369.61	Discover
2012-01-01	15:54	Miami	Cameras	36.84	Amex
2012-01-01	15:58	Miami	Children's Clothing	377.66	Visa
2012-01-01	16:20	Miami	Computers	48.85	Cash
2012-01-01	16:24	Miami	Consumer Electronics	483.41	Cash
2012-01-01	16:25	Miami	Crafts	299.31	Discover
2012-01-01	16:41	Miami	Crafts	142.07	Visa
2012-01-01	16:44	Miami	Women's Clothing	67.48	Cash
2012-01-01	16:45	Miami	Video Games	26.42	Discover
2012-01-01	16:57	Miami	Women's Clothing	269.5	MasterCard
2012-01-01	17:02	Miami	Consumer Electronics	373.08	Cash
2012-01-01	17:02	Miami	Video Games	166.65	Amex
2012-01-01	17:06	Miami	Garden	32.74	MasterCard
2012-01-01	17:08	Miami	CDs	308.33	Visa
2012-01-01	17:12	Miami	Cameras	208.24	MasterCard
2012-01-01	17:13	Miami	Toys	315.28	MasterCard
2012-01-01	17:14	Miami	Books	276.38	MasterCard
2012-01-01	17:17	Miami	Crafts	466.28	MasterCard
2012-01-01	17:20	Miami	Computers	298.62	Cash
2012-01-01	17:28	Miami	Music	278.83	Discover
2012-01-01	17:29	Miami	Women's Clothing	19.53	Visa
2012-01-01	17:29	Miami	Cameras	415.21	Cash
2012-01-01	17:32	Miami	DVDs	135.38	Cash
2012-01-01	17:37	Miami	Crafts	370.68	Discover
2012-01-01	17:41	Miami	Pet Supplies	198.88	Visa
2012-01-01	17:43	Miami	Consumer Electronics	351.42	Visa
2012-01-01	17:59	Miami	Garden	370.44	MasterCard
2012-01-02	09:08	Miami	Children's Clothing	148.57	MasterCard
2012-01-02	09:15	Miami	CDs	27.49	Amex
2012-01-02	09:16	Miami	Books	259.22	Discover
2012-01-02	09:26	Miami	Crafts	456.46	Discover
2012-01-02	09:26	Miami	Health and Beauty	39.87	Cash
2012-01-02	09:28	Miami	Crafts	240.08	MasterCard
2012-01-02	09:29	Miami	Toys	20.05	MasterCard
2012-01-02	09:31	Miami	DVDs	92.43	Cash
2012-01-02	09:32	Miami	Music	314.32	MasterCard
2012-01-02	09:40	Miami	Men's Clothing	144.33	Cash
2012-01-02	09:47	Miami	Sporting Goods	168.78	Discover
2012-01-02	09:53	Miami	Cameras	76.52	Visa
2012-01-02	09:53	Miami	DVDs	470.77	Visa
2012-01-02	09:55	Miami	Health and Beauty	5.22	MasterCard
2012-01-02	10:05	Miami	Music	396.86	Discover
2012-01-02	10:07	Miami	Garden	415.71	MasterCard
2012-01-02	10:09	Miami	Crafts	181.74	MasterCard
2012-01-02	10:12	Miami	Pet Supplies	41.31	Amex
2012-01-02	10:14	Miami	Cameras	268.54	MasterCard
2012-01-02	10:15	Miami	DVDs	107.03	Cash
2012-01-02	10:18	Miami	Consumer Electronics	225.7	Amex
2012-01-02	10:32	Miami	Children's Clothing	113.3	Discover
2012-01-02	10:38	Miami	Consumer Electronics	423.53	Visa
2012-01-02	10:44	Miami	Crafts	480.95	Cash
2012-01-02	10:46	Miami	Consumer Electronics	352.99	MasterCard
2012-01-02	10:47	Miami	Health and Beauty	27.62	MasterCard
2012-01-02	10:53	Miami	Video Games	429.84	Visa
2012-01-02	11:03	Miami	Pet Supplies	242.19	Visa
2012-01-02	11:10	Miami	Cameras	15.85	Visa
2012-01-02	11:12	Miami	Video Games	211.54	Visa
2012-01-02	11:17	Miami	Computers	322.56	MasterCard
2012-01-02	11:24	Miami	DVDs	97.76	Amex
2012-01-02	11:30	Miami	Garden	96.39	Amex
2012-01-02	11:33	Miami	Computers	392.22	Visa
2012-01-02	11:35	Miami	Consumer Electronics	445.87	Visa
2012-01-02	11:37	Miami	Books	495.44	Visa
2012-01-02	11:44	Miami	Consumer Electronics	415.04	Amex
2012-01-02	11:48	Miami	Computers	316.78	Cash
2012-01-02	11:50	Miami	Video Games	53.2	MasterCard
