2012-01-01	09:01	Reno	Crafts	88.25	Visa
2012-01-01	09:01	Reno	Toys	80.46	Visa
2012-01-01	09:07	Reno	Computers	62.14	Visa
2012-01-01	09:10	Reno	DVDs	49.61	MasterCard
2012-01-01	09:16	Reno	Music	19.99	MasterCard
2012-01-01	09:18	Reno	Children's Clothing	165.85	Visa
2012-01-01	09:24	Reno	Music	74.11	Discover
2012-01-01	09:27	Reno	Books	461.62	Visa
2012-01-01	09:32	Reno	Video Games	294.46	Discover
2012-01-01	09:35	Reno	Pet Supplies	58.23	Discover
2012-01-01	09:36	Reno	Computers	76.12	Visa
2012-01-01	09:45	Reno	Crafts	278.26	Cash
2012-01-01	09:46	Reno	Men's Clothing	20.92	Amex
2012-01-01	09:54	Reno	CDs	93.21	Cash
2012-01-01	09:54	Reno	Sporting Goods	202.93	Cash
2012-01-01	09:57	Reno	Consumer Electronics	115.29	Discover
2012-01-01	10:09	Reno	Baby	387.5	Visa
2012-01-01	10:23	Reno	Video Games	231.76	Amex
2012-01-01	10:29	Reno	Toys	307.89	Amex
2012-01-01	10:33	Reno	Computers	408	Amex
2012-01-01	10:44	Reno	Consumer Electronics	407.87	Amex
2012-01-01	10:45	Reno	Books	361.23	Discover
2012-01-01	10:53	Reno	Garden	464.2	MasterCard
2012-01-01	10:58	Reno	Toys	438.37	MasterCard
2012-01-01	10:59	Reno	CDs	307.94	Cash
2012-01-01	11:04	Reno	Baby	109.39	Amex
2012-01-01	11:06	Reno	Sporting Goods	82.19	MasterCard
2012-01-01	11:06	Reno	Toys	424.23	Visa
2012-01-01	11:07	Reno	CDs	386.82	Amex
2012-01-01	11:07	Reno	Women's Clothing	251.07	Discover
2012-01-01	11:12	Reno	Baby	189.9	Discover
2012-01-01	11:13	Reno	Video Games	301.67	Discover
2012-01-01	11:21	Reno	Children's Clothing	465.82	Visa
2012-01-01	11:27	Reno	Baby	238.38	Discover
2012-01-01	11:30	Reno	Books	261.3	MasterCard
2012-01-01	11:43	Reno	Toys	12.18	Visa
2012-01-01	11:44	Reno	Crafts	252.56	MasterCard
2012-01-01	11:44	Reno	Women's Clothing	246.8	Amex
2012-01-01	11:47	Reno	Men's Clothing	404.31	Amex
2012-01-01	11:49	Reno	Computers	184.64	Amex
2012-01-01	11:49	Reno	Cameras	411.58	Cash
2012-01-01	11:51	Reno	Video Games	63.34	MasterCard
2012-01-01	11:59	Reno	Video Games	135.91	Discover
2012-01-01	12:02	Reno	Video Games	144.87	MasterCard
2012-01-01	12:04	Reno	Crafts	306.24	Visa
2012-01-01	12:16	Reno	Baby	327.67	Amex
2012-01-01	12:16	Reno	Sporting Goods	499.33	Amex
2012-01-01	12:22	Reno	Men's Clothing	173.74	Discover
2012-01-01	12:24	Reno	Books	240.4	Amex
